"rsz"
.0140625
"02-06-2024"
"09:16:02"
1294
10
25
5
1362
"In"
1
6.2
0
0
0
"AVM"
23
10
200
5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
"时间(S)","温度(°C)","TG失重率(wl%)","TG剩余率(%)","DTA值(uV)","DTG速率(mg/min)","DTG百分比(%/min)","TG原值","DTG原值","DTA原值"
363,49.4,1.654,101.654,-.488281,-1.6357,-26.3829,3217,0,2008
364,49.4,1.614,101.614,-.488281,-1.6357,-26.3829,3216,0,2008
365,50,1.614,101.614,-.488281,-1.6357,-26.3829,3216,0,2008
366,50,1.614,101.614,-.512695,-1.6357,-26.3829,3216,0,2006
367,50,1.614,101.614,-.500488,-1.6357,-26.3829,3216,0,2007
368,50,1.614,101.614,-.512695,-1.6357,-26.3829,3216,0,2006
369,50,1.654,101.654,-.512695,-1.6357,-26.3829,3217,0,2006
370,50.5,1.614,101.614,-.512695,-1.6357,-26.3829,3216,0,2006
371,50.5,1.654,101.654,-.512695,-1.6357,-26.3829,3217,0,2006
372,50.5,1.693,101.693,-.512695,-1.6357,-26.3829,3218,0,2006
373,50.5,1.733,101.733,-.512695,-1.6357,-26.3829,3219,0,2006
374,51.1,1.772,101.772,-.512695,-1.6357,-26.3829,3220,0,2006
375,51.1,1.733,101.733,-.500488,-1.6357,-26.3829,3219,0,2007
376,51.1,1.733,101.733,-.512695,-1.6357,-26.3829,3219,0,2006
377,51.1,1.733,101.733,-.512695,-1.6357,-26.3829,3219,0,2006
378,51.1,1.693,101.693,-.512695,-1.6357,-26.3829,3218,0,2006
379,51.1,1.733,101.733,-.524902,-1.6357,-26.3829,3219,0,2005
380,51.7,1.693,101.693,-.537109,-1.6357,-26.3829,3218,0,2004
381,51.7,1.654,101.654,-.537109,-1.6357,-26.3829,3217,0,2004
382,51.7,1.693,101.693,-.549316,-1.6357,-26.3829,3218,0,2003
383,51.7,1.733,101.733,-.549316,-1.6357,-26.3829,3219,0,2003
384,51.7,1.772,101.772,-.549316,-1.6357,-26.3829,3220,0,2003
385,52.3,1.772,101.772,-.561523,-1.6357,-26.3829,3220,0,2002
386,52.3,1.772,101.772,-.561523,-1.6357,-26.3829,3220,0,2002
387,52.3,1.772,101.772,-.57373,-1.6357,-26.3829,3220,0,2001
388,52.3,1.733,101.733,-.57373,-1.6357,-26.3829,3219,0,2001
389,52.3,1.772,101.772,-.57373,-1.6357,-26.3829,3220,0,2001
390,52.8,1.772,101.772,-.585938,-1.6357,-26.3829,3220,0,2000
391,52.3,1.772,101.772,-.585938,-1.6357,-26.3829,3220,0,2000
392,52.8,1.772,101.772,-.598145,-1.6357,-26.3829,3220,0,1999
393,52.8,1.811,101.811,-.598145,-1.6357,-26.3829,3221,0,1999
394,52.8,1.772,101.772,-.598145,-1.6357,-26.3829,3220,0,1999
395,52.8,1.772,101.772,-.598145,-1.6357,-26.3829,3220,0,1999
396,53.4,1.772,101.772,-.598145,-1.6357,-26.3829,3220,0,1999
397,53.4,1.772,101.772,-.598145,-1.6357,-26.3829,3220,0,1999
398,53.4,1.733,101.733,-.610352,-1.6357,-26.3829,3219,0,1998
399,53.4,1.733,101.733,-.610352,-1.6357,-26.3829,3219,0,1998
400,53.4,1.693,101.693,-.610352,-1.6357,-26.3829,3218,0,1998
401,53.4,1.693,101.693,-.610352,-1.6357,-26.3829,3218,0,1998
402,53.4,1.733,101.733,-.610352,-1.6357,-26.3829,3219,0,1998
403,54,1.733,101.733,-.610352,-1.6357,-26.3829,3219,0,1998
404,54,1.733,101.733,-.622559,-1.6357,-26.3829,3219,0,1997
405,54,1.733,101.733,-.610352,-1.6357,-26.3829,3219,0,1998
406,54.6,1.772,101.772,-.622559,-1.6357,-26.3829,3220,0,1997
407,54.6,1.772,101.772,-.622559,-1.6357,-26.3829,3220,0,1997
408,54.6,1.733,101.733,-.634766,-1.6357,-26.3829,3219,0,1996
409,54.6,1.733,101.733,-.634766,-1.6357,-26.3829,3219,0,1996
410,54.6,1.772,101.772,-.634766,-1.6357,-26.3829,3220,0,1996
411,54.6,1.772,101.772,-.634766,-1.6357,-26.3829,3220,0,1996
412,54.6,1.733,101.733,-.646973,-1.6357,-26.3829,3219,0,1995
413,55.1,1.693,101.693,-.646973,-1.6357,-26.3829,3218,0,1995
414,55.1,1.733,101.733,-.65918,-1.6357,-26.3829,3219,0,1994
415,55.1,1.654,101.654,-.65918,-1.6357,-26.3829,3217,0,1994
416,55.1,1.614,101.614,-.65918,-1.6357,-26.3829,3216,0,1994
417,55.7,1.614,101.614,-.65918,-1.6357,-26.3829,3216,0,1994
418,55.7,1.654,101.654,-.671387,-1.6357,-26.3829,3217,0,1993
419,55.7,1.575,101.575,-.671387,-1.6357,-26.3829,3215,0,1993
420,55.7,1.575,101.575,-.65918,-1.6357,-26.3829,3215,0,1994
421,56.3,1.575,101.575,-.671387,-1.6357,-26.3829,3215,0,1993
422,56.3,1.614,101.614,-.683594,-1.6357,-26.3829,3216,0,1992
423,56.3,1.654,101.654,-.683594,-1.6357,-26.3829,3217,0,1992
424,56.3,1.654,101.654,-.683594,-1.6357,-26.3829,3217,0,1992
425,56.3,1.654,101.654,-.683594,-1.6357,-26.3829,3217,0,1992
426,56.9,1.614,101.614,-.683594,-1.6357,-26.3829,3216,0,1992
427,56.9,1.654,101.654,-.683594,-1.6357,-26.3829,3217,0,1992
428,56.9,1.654,101.654,-.683594,-1.6357,-26.3829,3217,0,1992
429,56.9,1.654,101.654,-.695801,-1.6357,-26.3829,3217,0,1991
430,56.9,1.654,101.654,-.695801,-1.6357,-26.3829,3217,0,1991
431,56.9,1.693,101.693,-.695801,-1.6357,-26.3829,3218,0,1991
432,56.9,1.693,101.693,-.695801,-1.6357,-26.3829,3218,0,1991
433,57.4,1.772,101.772,-.708008,-1.6357,-26.3829,3220,0,1990
434,57.4,1.811,101.811,-.720215,-1.6357,-26.3829,3221,0,1989
435,57.4,1.772,101.772,-.708008,-1.6357,-26.3829,3220,0,1990
436,58,1.772,101.772,-.720215,-1.6357,-26.3829,3220,0,1989
437,58,1.772,101.772,-.732422,-1.6357,-26.3829,3220,0,1988
438,58,1.733,101.733,-.732422,-1.6357,-26.3829,3219,0,1988
439,58,1.733,101.733,-.744629,-1.6357,-26.3829,3219,0,1987
440,58,1.693,101.693,-.744629,-1.6357,-26.3829,3218,0,1987
441,58,1.693,101.693,-.732422,-1.6357,-26.3829,3218,0,1988
442,58.6,1.654,101.654,-.744629,-1.6357,-26.3829,3217,0,1987
443,58.6,1.693,101.693,-.744629,-1.6357,-26.3829,3218,0,1987
444,58.6,1.654,101.654,-.744629,-1.6357,-26.3829,3217,0,1987
445,58.6,1.614,101.614,-.756836,-1.6357,-26.3829,3216,0,1986
446,58.6,1.614,101.614,-.756836,-1.6357,-26.3829,3216,0,1986
447,59.1,1.654,101.654,-.769043,-1.6357,-26.3829,3217,0,1985
448,59.1,1.733,101.733,-.756836,-1.6357,-26.3829,3219,0,1986
449,59.1,1.772,101.772,-.756836,-1.6357,-26.3829,3220,0,1986
450,59.1,1.811,101.811,-.769043,-1.6357,-26.3829,3221,0,1985
451,59.7,1.772,101.772,-.769043,-1.6357,-26.3829,3220,0,1985
452,59.7,1.811,101.811,-.769043,-1.6357,-26.3829,3221,0,1985
453,59.7,1.772,101.772,-.769043,-1.6357,-26.3829,3220,0,1985
454,59.7,1.772,101.772,-.78125,-1.6357,-26.3829,3220,0,1984
455,59.7,1.772,101.772,-.78125,-1.6357,-26.3829,3220,0,1984
456,60.3,1.772,101.772,-.78125,-1.6357,-26.3829,3220,0,1984
457,60.3,1.772,101.772,-.78125,-1.6357,-26.3829,3220,0,1984
458,60.3,1.733,101.733,-.78125,-1.6357,-26.3829,3219,0,1984
459,60.3,1.772,101.772,-.78125,-1.6357,-26.3829,3220,0,1984
460,60.3,1.772,101.772,-.78125,-1.6357,-26.3829,3220,0,1984
461,60.9,1.772,101.772,-.793457,-1.6357,-26.3829,3220,0,1983
462,60.9,1.733,101.733,-.805664,-1.6357,-26.3829,3219,0,1982
463,60.9,1.693,101.693,-.805664,-1.6357,-26.3829,3218,0,1982
464,60.9,1.693,101.693,-.817871,-1.6357,-26.3829,3218,0,1981
465,61.4,1.693,101.693,-.805664,-1.6357,-26.3829,3218,0,1982
466,61.4,1.693,101.693,-.817871,-1.6357,-26.3829,3218,0,1981
467,61.4,1.614,101.614,-.830078,-1.6357,-26.3829,3216,0,1980
468,61.4,1.654,101.654,-.830078,-1.6357,-26.3829,3217,0,1980
469,61.4,1.693,101.693,-.830078,-1.6357,-26.3829,3218,0,1980
470,62,1.772,101.772,-.830078,-1.6357,-26.3829,3220,0,1980
471,62,1.772,101.772,-.842285,-1.6357,-26.3829,3220,0,1979
472,62,1.772,101.772,-.842285,-1.6357,-26.3829,3220,0,1979
473,62,1.851,101.851,-.854492,-1.6357,-26.3829,3222,0,1978
474,62.6,1.851,101.851,-.842285,-1.6357,-26.3829,3222,0,1979
475,62.6,1.772,101.772,-.842285,-1.6357,-26.3829,3220,0,1979
476,62.6,1.772,101.772,-.842285,-1.6357,-26.3829,3220,0,1979
477,62.6,1.811,101.811,-.842285,-1.6357,-26.3829,3221,0,1979
478,62.6,1.772,101.772,-.842285,-1.6357,-26.3829,3220,0,1979
479,63.2,1.772,101.772,-.854492,-1.6357,-26.3829,3220,0,1978
480,63.2,1.811,101.811,-.854492,-1.6357,-26.3829,3221,0,1978
481,63.2,1.772,101.772,-.854492,-1.6357,-26.3829,3220,0,1978
482,63.2,1.772,101.772,-.854492,-1.6357,-26.3829,3220,0,1978
483,63.7,1.733,101.733,-.842285,-1.6357,-26.3829,3219,0,1979
484,63.7,1.772,101.772,-.842285,-1.6357,-26.3829,3220,0,1979
485,63.7,1.772,101.772,-.842285,-1.6357,-26.3829,3220,0,1979
486,63.7,1.772,101.772,-.854492,-1.6357,-26.3829,3220,0,1978
487,63.7,1.772,101.772,-.866699,-1.6357,-26.3829,3220,0,1977
488,63.7,1.772,101.772,-.866699,-1.6357,-26.3829,3220,0,1977
489,64.3,1.772,101.772,-.866699,-1.6357,-26.3829,3220,0,1977
490,64.3,1.772,101.772,-.878906,-1.6357,-26.3829,3220,0,1976
491,64.3,1.733,101.733,-.878906,-1.6357,-26.3829,3219,0,1976
492,64.3,1.772,101.772,-.878906,-1.6357,-26.3829,3220,0,1976
493,64.9,1.811,101.811,-.878906,-1.6357,-26.3829,3221,0,1976
494,64.9,1.811,101.811,-.891113,-1.6357,-26.3829,3221,0,1975
495,64.9,1.811,101.811,-.891113,-1.6357,-26.3829,3221,0,1975
496,64.9,1.772,101.772,-.90332,-1.6357,-26.3829,3220,0,1974
497,64.9,1.772,101.772,-.90332,-1.6357,-26.3829,3220,0,1974
498,65.5,1.811,101.811,-.915527,-1.6357,-26.3829,3221,0,1973
499,65.5,1.811,101.811,-.915527,-1.6357,-26.3829,3221,0,1973
500,65.5,1.733,101.733,-.915527,-1.6357,-26.3829,3219,0,1973
501,65.5,1.733,101.733,-.927734,-1.6357,-26.3829,3219,0,1972
502,65.5,1.772,101.772,-.927734,-1.6357,-26.3829,3220,0,1972
503,66,1.733,101.733,-.927734,-1.6357,-26.3829,3219,0,1972
504,66,1.772,101.772,-.927734,-1.6357,-26.3829,3220,0,1972
505,66,1.811,101.811,-.927734,-1.6357,-26.3829,3221,0,1972
506,66,1.811,101.811,-.939941,-1.6357,-26.3829,3221,0,1971
507,66.6,1.851,101.851,-.939941,-1.6357,-26.3829,3222,0,1971
508,66.6,1.851,101.851,-.939941,-1.6357,-26.3829,3222,0,1971
509,66.6,1.89,101.89,-.952148,-1.6357,-26.3829,3223,0,1970
510,66.6,1.89,101.89,-.952148,-1.6357,-26.3829,3223,0,1970
511,66.6,1.851,101.851,-.952148,-1.6357,-26.3829,3222,0,1970
512,67.2,1.811,101.811,-.952148,-1.6357,-26.3829,3221,0,1970
513,67.2,1.811,101.811,-.964355,-1.6357,-26.3829,3221,0,1969
514,67.2,1.851,101.851,-.964355,-1.6357,-26.3829,3222,0,1969
515,67.2,1.89,101.89,-.964355,-1.6357,-26.3829,3223,0,1969
516,67.8,1.929,101.929,-.98877,-1.6357,-26.3829,3224,0,1967
517,67.8,1.929,101.929,-.976563,-1.6357,-26.3829,3224,0,1968
518,67.8,1.89,101.89,-.976563,-1.6357,-26.3829,3223,0,1968
519,67.8,1.89,101.89,-.98877,-1.6357,-26.3829,3223,0,1967
520,68.3,1.89,101.89,-1.000977,-1.6357,-26.3829,3223,0,1966
521,68.3,1.851,101.851,-1.000977,-1.6357,-26.3829,3222,0,1966
522,68.3,1.851,101.851,-1.000977,-1.6357,-26.3829,3222,0,1966
523,68.3,1.851,101.851,-1.000977,-1.6357,-26.3829,3222,0,1966
524,68.3,1.811,101.811,-1.000977,-1.6357,-26.3829,3221,0,1966
525,68.3,1.851,101.851,-1.000977,-1.6357,-26.3829,3222,0,1966
526,68.9,1.811,101.811,-1.013184,-1.6357,-26.3829,3221,0,1965
527,68.9,1.811,101.811,-1.013184,-1.6357,-26.3829,3221,0,1965
528,68.9,1.772,101.772,-1.013184,-1.6357,-26.3829,3220,0,1965
529,68.9,1.811,101.811,-1.013184,-1.6357,-26.3829,3221,0,1965
530,69.5,1.851,101.851,-1.013184,-1.6357,-26.3829,3222,0,1965
531,69.5,1.851,101.851,-1.013184,-1.6357,-26.3829,3222,0,1965
532,69.5,1.811,101.811,-1.025391,-1.6357,-26.3829,3221,0,1964
533,69.5,1.811,101.811,-1.037598,-1.6357,-26.3829,3221,0,1963
534,70,1.811,101.811,-1.037598,-1.6357,-26.3829,3221,0,1963
535,70,1.851,101.851,-1.049805,-1.6357,-26.3829,3222,0,1962
536,70,1.929,101.929,-1.049805,-1.6357,-26.3829,3224,0,1962
537,70,1.929,101.929,-1.049805,-1.6357,-26.3829,3224,0,1962
538,70.6,1.89,101.89,-1.049805,-1.6357,-26.3829,3223,0,1962
539,70.6,1.89,101.89,-1.049805,-1.6357,-26.3829,3223,0,1962
540,70.6,1.851,101.851,-1.062012,-1.6357,-26.3829,3222,0,1961
541,70.6,1.851,101.851,-1.074219,-1.6357,-26.3829,3222,0,1960
542,70.6,1.851,101.851,-1.086426,-1.6357,-26.3829,3222,0,1959
543,71.2,1.851,101.851,-1.098633,-1.6357,-26.3829,3222,0,1958
544,71.2,1.851,101.851,-1.11084,-1.6357,-26.3829,3222,0,1957
545,71.2,1.89,101.89,-1.123047,-1.6357,-26.3829,3223,0,1956
546,71.8,1.89,101.89,-1.123047,-1.6357,-26.3829,3223,0,1956
547,71.8,1.929,101.929,-1.123047,-1.6357,-26.3829,3224,0,1956
548,71.8,1.929,101.929,-1.135254,-1.6357,-26.3829,3224,0,1955
549,71.8,1.929,101.929,-1.135254,-1.6357,-26.3829,3224,0,1955
550,71.8,1.929,101.929,-1.147461,-1.6357,-26.3829,3224,0,1954
551,71.8,1.929,101.929,-1.147461,-1.6357,-26.3829,3224,0,1954
552,72.3,1.851,101.851,-1.159668,-1.6357,-26.3829,3222,0,1953
553,72.3,1.811,101.811,-1.159668,-1.6357,-26.3829,3221,0,1953
554,72.9,1.851,101.851,-1.171875,-1.6357,-26.3829,3222,0,1952
555,72.9,1.89,101.89,-1.159668,-1.6357,-26.3829,3223,0,1953
556,72.9,1.929,101.929,-1.159668,-1.6357,-26.3829,3224,0,1953
557,72.9,1.929,101.929,-1.159668,-1.6357,-26.3829,3224,0,1953
558,72.9,1.89,101.89,-1.159668,-1.6357,-26.3829,3223,0,1953
559,73.5,1.851,101.851,-1.159668,-1.6357,-26.3829,3222,0,1953
560,73.5,1.89,101.89,-1.159668,-1.6357,-26.3829,3223,0,1953
561,73.5,1.929,101.929,-1.171875,-1.6357,-26.3829,3224,0,1952
562,73.5,1.89,101.89,-1.159668,-1.6357,-26.3829,3223,0,1953
563,73.5,1.929,101.929,-1.159668,-1.6357,-26.3829,3224,0,1953
564,74.1,1.89,101.89,-1.159668,-1.6357,-26.3829,3223,0,1953
565,74.1,1.851,101.851,-1.159668,-1.6357,-26.3829,3222,0,1953
566,74.1,1.89,101.89,-1.159668,-1.6357,-26.3829,3223,0,1953
567,74.1,1.929,101.929,-1.159668,-1.6357,-26.3829,3224,0,1953
568,74.1,1.969,101.969,-1.171875,-1.6357,-26.3829,3225,0,1952
569,74.6,1.969,101.969,-1.171875,-1.6357,-26.3829,3225,0,1952
570,74.6,1.969,101.969,-1.196289,-1.6357,-26.3829,3225,0,1950
571,74.6,1.929,101.929,-1.208496,-1.6357,-26.3829,3224,0,1949
572,75.2,1.969,101.969,-1.220703,-1.6357,-26.3829,3225,0,1948
573,75.2,1.929,101.929,-1.220703,-1.6357,-26.3829,3224,0,1948
574,75.2,1.929,101.929,-1.23291,-1.6357,-26.3829,3224,0,1947
575,75.2,1.929,101.929,-1.23291,-1.6357,-26.3829,3224,0,1947
576,75.8,1.89,101.89,-1.23291,-1.6357,-26.3829,3223,0,1947
577,75.8,1.929,101.929,-1.23291,-1.6357,-26.3829,3224,0,1947
578,75.8,1.929,101.929,-1.23291,-1.6357,-26.3829,3224,0,1947
579,75.8,1.969,101.969,-1.245117,-1.6357,-26.3829,3225,0,1946
580,75.8,1.929,101.929,-1.257324,-1.6357,-26.3829,3224,0,1945
581,75.8,1.929,101.929,-1.257324,-1.6357,-26.3829,3224,0,1945
582,76.4,1.969,101.969,-1.269531,-1.6357,-26.3829,3225,0,1944
583,76.4,1.969,101.969,-1.269531,-1.6357,-26.3829,3225,0,1944
584,76.4,1.969,101.969,-1.281738,-1.6357,-26.3829,3225,0,1943
585,76.9,2.048,102.048,-1.269531,-1.6357,-26.3829,3227,0,1944
586,76.9,2.048,102.048,-1.269531,-1.6357,-26.3829,3227,0,1944
587,76.9,2.048,102.048,-1.293945,-1.6357,-26.3829,3227,0,1942
588,76.9,2.048,102.048,-1.281738,-1.6357,-26.3829,3227,0,1943
589,77.5,2.048,102.048,-1.281738,-1.6357,-26.3829,3227,0,1943
590,77.5,2.087,102.087,-1.293945,-1.6357,-26.3829,3228,0,1942
591,77.5,2.087,102.087,-1.293945,-1.6357,-26.3829,3228,0,1942
592,77.5,2.087,102.087,-1.293945,-1.6357,-26.3829,3228,0,1942
593,78.1,2.048,102.048,-1.293945,-1.6357,-26.3829,3227,0,1942
594,78.1,2.008,102.008,-1.293945,-1.6357,-26.3829,3226,0,1942
595,78.1,1.969,101.969,-1.293945,-1.6357,-26.3829,3225,0,1942
596,78.1,1.929,101.929,-1.293945,-1.6357,-26.3829,3224,0,1942
597,78.1,1.929,101.929,-1.293945,-1.6357,-26.3829,3224,0,1942
598,78.7,1.929,101.929,-1.293945,-1.6357,-26.3829,3224,0,1942
599,78.7,1.929,101.929,-1.293945,-1.6357,-26.3829,3224,0,1942
600,78.7,1.929,101.929,-1.306152,-1.6357,-26.3829,3224,0,1941
601,79.2,1.89,101.89,-1.306152,-1.6357,-26.3829,3223,0,1941
602,79.2,1.89,101.89,-1.318359,-1.6357,-26.3829,3223,0,1940
603,79.2,1.89,101.89,-1.318359,-1.6357,-26.3829,3223,0,1940
604,79.2,1.89,101.89,-1.318359,-1.6357,-26.3829,3223,0,1940
605,79.2,1.89,101.89,-1.318359,-1.6357,-26.3829,3223,0,1940
606,79.8,1.929,101.929,-1.330566,-1.6357,-26.3829,3224,0,1939
607,79.8,1.969,101.969,-1.330566,-1.6357,-26.3829,3225,0,1939
608,79.8,1.969,101.969,-1.330566,-1.6357,-26.3829,3225,0,1939
609,79.8,1.969,101.969,-1.330566,-1.6357,-26.3829,3225,0,1939
610,79.8,2.008,102.008,-1.330566,-1.6357,-26.3829,3226,0,1939
611,80.4,2.048,102.048,-1.342773,-1.6357,-26.3829,3227,0,1938
612,80.4,2.008,102.008,-1.342773,-1.6357,-26.3829,3226,0,1938
613,80.4,2.048,102.048,-1.342773,-1.6357,-26.3829,3227,0,1938
614,80.4,2.087,102.087,-1.35498,-1.6357,-26.3829,3228,0,1937
615,80.4,2.087,102.087,-1.35498,-1.6357,-26.3829,3228,0,1937
616,80.4,2.087,102.087,-1.367188,-1.6357,-26.3829,3228,0,1936
617,80.4,2.087,102.087,-1.367188,-1.6357,-26.3829,3228,0,1936
618,80.9,2.087,102.087,-1.367188,-1.6357,-26.3829,3228,0,1936
619,80.9,2.048,102.048,-1.367188,-1.6357,-26.3829,3227,0,1936
620,80.9,2.008,102.008,-1.367188,-1.6357,-26.3829,3226,0,1936
621,80.9,2.008,102.008,-1.367188,-1.6357,-26.3829,3226,0,1936
